Word,Valence,Arousal,Dominance,VD_PC1,plutchik_label,insideout2_label
aardvark,6.26,2.41,4.27,-0.025953806070274945,sadness,ennui
abalone,5.3,2.65,4.95,-0.045950107335369195,sadness,ennui
abandon,2.84,3.73,3.32,-2.6388550858115183,sadness,sadness
abandonment,2.63,4.95,2.64,-3.267811758050959,fear,anxiety
abbey,5.85,2.2,5.0,0.29679545726355744,sadness,ennui
abdomen,5.43,3.68,5.15,0.17688458255231282,anticipation,ennui
abdominal,4.48,3.5,5.32,-0.22192356215560202,disgust,ennui
abduct,2.42,5.9,2.75,-3.301389654716603,fear,embarrassment
abduction,2.05,5.33,3.02,-3.3031302140064582,fear,embarrassment
abide,5.52,3.26,5.33,0.36245996560112165,anticipation,ennui
abiding,5.57,3.59,6.6,1.3473209036932285,trust,ennui
ability,7.0,4.85,6.55,2.1028034481019784,trust,joy
abject,4.0,3.94,4.35,-1.2191953786130545,disgust,ennui
ablaze,5.15,6.75,4.58,-0.4079974937966741,anger,envy
able,6.64,3.38,6.17,1.616740882609389,trust,ennui
abnormal,3.53,4.48,4.7,-1.216110482437315,disgust,disgust
abnormality,3.05,5.0,3.96,-2.040044174360623,disgust,disgust
abode,5.28,2.9,5.05,0.01832108141369775,disgust,ennui
abolish,3.84,4.18,4.65,-1.081847878477352,disgust,disgust
abominable,4.05,5.45,4.62,-0.9879784602346147,disgust,disgust
abomination,2.5,5.9,3.8,-2.4656905811280536,fear,fear
abort,3.1,5.8,3.38,-2.4494246727388007,fear,fear
abortion,2.58,5.43,4.73,-1.7204287899051434,anger,anger
abracadabra,5.11,5.27,4.96,-0.14379919275008016,anticipation,disgust
abrasive,4.26,6.1,4.94,-0.6303336350920934,anger,envy
abreast,4.62,4.61,5.19,-0.2422447921622806,anticipation,disgust
abrupt,3.28,5.23,3.75,-2.0707374664440463,disgust,disgust
abscess,2.79,4.0,3.95,-2.1917923864476565,sadness,anxiety
absence,3.86,4.3,4.24,-1.3797487133376558,disgust,disgust
absent,4.1,3.72,4.21,-1.269239475261469,disgust,ennui
absinthe,3.53,3.7,3.95,-1.7813434972225657,sadness,ennui
absolute,5.43,3.48,5.58,0.5009515110291896,anticipation,ennui
absolution,6.58,3.38,5.75,1.2669307546627493,trust,ennui
absolve,4.58,3.53,4.82,-0.5432795059009372,disgust,ennui
absorb,5.5,4.27,5.62,0.5699235180957857,anticipation,ennui
abstain,4.4,3.1,6.08,0.306473039937586,anticipation,ennui
abstinence,3.43,3.15,5.64,-0.5631511700179667,sadness,ennui
abstract,5.25,3.96,5.53,0.3634303910428087,anticipation,ennui
absurd,4.45,4.02,5.06,-0.43451082711460587,disgust,ennui
absurdity,4.06,4.7,5.37,-0.41719883883821424,disgust,disgust
abundance,6.67,4.72,5.66,1.2490222523888683,anticipation,joy
abundant,7.55,4.21,5.81,1.8501702371271076,trust,joy
abuse,1.53,6.21,2.9,-3.6819910401518925,fear,embarrassment
abusive,2.05,5.27,3.58,-2.881089562966805,fear,embarrassment
abysmal,3.45,3.91,3.76,-1.9689087138573615,sadness,sadness
abyss,3.9,4.85,4.0,-1.5384368516243367,disgust,disgust
academic,6.61,3.32,6.21,1.6302468235644862,trust,ennui
academy,5.32,3.77,5.38,0.2892100343638076,anticipation,ennui
accelerant,4.59,4.81,6.04,0.38171280476088676,anticipation,disgust
accelerate,6.1,6.04,6.15,1.3021512452130224,surprise,joy
accelerated,6.21,4.75,6.29,1.4686740806955842,trust,joy
acceleration,6.19,6.73,5.76,1.0581495370250409,surprise,envy
accelerator,5.63,5.0,6.65,1.418282744345812,anticipation,joy
accent,6.48,4.95,5.36,0.9175435208629208,anticipation,disgust
accept,6.39,2.8,5.94,1.3047375927964988,trust,ennui
acceptable,6.59,3.65,6.58,1.8980018976362434,trust,joy
acceptance,6.84,4.3,6.49,1.9688391011407604,trust,joy
access,6.68,5.3,6.89,2.181551003247829,joy,joy
accessible,6.68,3.2,6.58,1.947921357136592,trust,joy
accessory,5.35,4.22,5.83,0.6449896630684074,anticipation,ennui
accident,2.55,4.93,3.0,-3.040872763843238,fear,anxiety
accidental,3.46,4.0,3.41,-2.227137514145995,sadness,anxiety
acclaim,6.1,3.95,5.77,1.015766517721828,trust,ennui
accommodate,6.35,3.0,6.27,1.5312536928574088,trust,ennui
accommodation,6.76,4.72,6.0,1.5551806785918643,trust,joy
accompany,5.47,3.85,5.63,0.5608201384594723,anticipation,ennui
accomplice,4.6,4.5,5.2,-0.24580156518744414,anticipation,disgust
accomplish,7.45,5.16,7.27,2.895024439797564,joy,joy
accomplishment,8.05,4.96,6.5,2.6475149412870334,trust,joy
accord,6.38,2.85,5.64,1.073097780271248,trust,ennui
accordion,5.26,2.94,5.21,0.12781091134558464,anticipation,ennui
account,5.39,3.76,5.06,0.08687019433348264,anticipation,ennui
accountability,4.89,3.7,6.55,0.9324694531493531,trust,ennui
accountable,5.7,4.2,5.57,0.6431734493331001,anticipation,ennui
accountant,5.19,3.81,5.72,0.4733431151215061,anticipation,ennui
accounting,4.42,3.68,4.48,-0.8882641783819822,disgust,ennui
accumulate,6.33,2.73,6.15,1.4297231972694697,trust,ennui
accuracy,6.32,3.33,6.74,1.8688265622893836,trust,joy
accurate,7.42,4.35,6.47,2.27546940419318,trust,joy
accursed,3.21,5.33,4.13,-1.8231789852309017,disgust,disgust
accusation,3.38,5.48,3.62,-2.1132451228953237,anger,anger
accuse,2.68,5.32,4.0,-2.2151228581846216,fear,embarrassment
ace,6.37,4.64,6.61,1.7985858727823565,trust,joy
acetylene,4.11,3.67,4.7,-0.8944072989906215,disgust,ennui
ache,3.27,4.3,4.0,-1.8878730681267792,disgust,disgust
achieve,7.75,4.7,6.61,2.5640175851210403,trust,joy
achievement,7.28,5.57,7.17,2.725367725436649,joy,joy
achy,3.15,4.48,4.62,-1.487173055238104,disgust,disgust
acid,3.26,4.77,4.26,-1.6974722296123759,disgust,disgust
acknowledge,6.43,3.26,6.11,1.4550435025924215,trust,ennui
acknowledgement,6.53,3.3,6.71,1.9626959805321211,trust,joy
acne,2.18,4.47,3.44,-2.9144938397817697,fear,anxiety
acorn,5.85,4.42,4.77,0.12345733272941353,anticipation,disgust
acoustic,7.1,4.0,5.79,1.58550005923109,trust,joy
acoustics,6.33,3.19,5.86,1.2111664315525061,trust,ennui
acquaintance,5.58,3.24,5.29,0.36559384447947446,anticipation,ennui
acquire,5.5,4.86,7.0,1.6099522653006466,trust,joy
acquisition,5.0,4.36,5.93,0.5262228336495283,anticipation,ennui
acquit,5.6,4.56,5.45,0.4972701008559609,anticipation,disgust
acquittal,6.19,4.95,5.03,0.507989402634064,anticipation,disgust
acre,5.53,2.73,4.94,0.0740854045239418,sadness,ennui
acreage,5.25,3.74,5.52,0.35589395084567155,anticipation,ennui
acrobat,6.0,4.9,5.42,0.6965250447105461,anticipation,disgust
acrylic,5.52,3.73,5.42,0.43028792737535165,anticipation,ennui
act,5.64,4.19,6.11,1.016861580311581,anticipation,ennui
action,6.0,6.19,6.17,1.261758059495797,surprise,joy
action figure,6.18,4.65,6.71,1.768564749141875,trust,joy
activate,5.7,3.78,6.28,1.178260703329804,trust,ennui
activation,6.14,3.52,6.88,1.8744978060485986,trust,joy
active,6.47,5.62,6.32,1.6354951731768914,surprise,joy
activist,6.24,5.26,5.86,1.1612469720521574,anticipation,joy
activity,6.21,4.86,6.45,1.589257123849771,trust,joy
actor,6.15,4.35,5.64,0.945525828214801,anticipation,ennui
actress,5.42,5.43,4.65,-0.20548403391567066,anticipation,disgust
actual,6.22,2.75,5.54,0.9089876725214834,trust,ennui
actuality,5.4,5.55,5.24,0.2280727244930935,anticipation,disgust
acupuncture,4.81,4.9,4.77,-0.453389754830174,disgust,disgust
acute,5.1,5.09,5.11,-0.036299196404180015,anticipation,disgust
ad,4.11,3.33,5.18,-0.5326581695280616,disgust,ennui
adage,5.55,3.38,5.13,0.22837098149183774,anticipation,ennui
adamant,5.45,5.74,6.38,1.1149599400224235,anticipation,joy
adapt,5.84,3.9,5.75,0.8564818654376583,anticipation,ennui
adaptation,5.82,3.55,6.04,1.0639454179323222,trust,ennui
add,6.23,4.0,6.79,1.856589303774718,trust,joy
adder,4.45,3.24,4.41,-0.9243794399284895,sadness,ennui
addict,2.86,5.33,2.74,-3.064875404023145,fear,embarrassment
addicted,2.89,4.77,2.84,-2.972871182218329,fear,anxiety
addiction,3.52,4.48,3.84,-1.869790946002219,disgust,disgust
addictive,3.52,4.82,4.4,-1.447750294962565,disgust,disgust
additional,6.15,3.61,4.95,0.42551145461237094,anticipation,ennui
address,6.11,3.05,4.89,0.35810638698495106,anticipation,ennui
adept,6.14,4.17,6.5,1.5881130785574051,trust,joy
adequate,4.7,3.64,6.89,1.0833228942401525,trust,ennui
adhere,5.17,3.52,3.9,-0.9093822139796687,disgust,ennui
adhesive,5.84,3.2,4.88,0.20081156828676744,anticipation,ennui
Adidas,5.77,4.18,6.3,1.232159830002126,trust,ennui
adjacent,5.15,2.78,4.27,-0.6416271399079114,sadness,ennui
adjective,5.95,3.64,6.11,1.1888063852572277,trust,ennui
adjoining,5.06,3.52,4.65,-0.4051618719170665,disgust,ennui
adjourn,5.5,3.15,5.75,0.6678972406585624,trust,ennui
adjust,5.76,3.0,6.0,1.000520017476876,trust,ennui
adjuster,4.25,3.5,5.84,0.04239937603905722,anticipation,ennui
adjustment,5.53,4.59,4.53,-0.23490864355866195,anticipation,disgust
admin,4.37,3.64,5.83,0.1014222151757194,anticipation,ennui
administer,4.4,3.86,6.33,0.4948840448660028,anticipation,ennui
administration,4.45,3.23,4.77,-0.6530675928315695,disgust,ennui
administrative,4.79,3.21,5.9,0.38713477422397125,anticipation,ennui
administrator,5.32,4.74,5.48,0.3645744363351748,anticipation,disgust
admirable,7.0,4.57,5.81,1.5451068735138642,trust,joy
admiral,4.8,4.05,5.68,0.2268796964981137,anticipation,ennui
admiralty,6.16,4.27,6.08,1.2826758034999648,trust,joy
admiration,7.58,5.52,6.11,2.0929032628746587,joy,joy
admire,7.35,5.0,7.33,2.884777014868885,joy,joy
admired,7.25,5.95,6.94,2.535389781069056,joy,joy
admirer,7.05,6.0,6.27,1.9195161556379008,surprise,joy
admissible,5.16,2.9,6.21,0.8259888649477535,trust,ennui
admission,5.91,3.69,5.54,0.7370428675758374,anticipation,ennui
admit,5.56,3.35,4.56,-0.19565950313380318,disgust,ennui
admittance,6.29,3.6,5.96,1.264344407079273,trust,ennui
ado,4.82,3.33,4.48,-0.6663999139359867,disgust,ennui
adobe,5.25,3.89,5.55,0.37850327143708173,anticipation,ennui
adolescence,6.0,5.1,4.44,-0.042046094608847645,anticipation,disgust
adolescent,5.38,4.2,4.0,-0.7175390731741543,disgust,disgust
adopt,6.9,4.71,5.45,1.2183289603054457,anticipation,joy
adoption,6.68,4.82,5.62,1.2244230982114714,anticipation,joy
adoptive,5.67,4.4,5.59,0.6416065098939233,anticipation,ennui
adorable,7.4,4.66,6.83,2.535688038067801,trust,joy
adoration,6.47,4.36,6.54,1.801296857513898,trust,joy
adore,7.37,5.96,6.26,2.0894711269975605,surprise,joy
adoring,7.38,4.86,6.29,2.1176270542001205,trust,joy
adrenalin,6.33,5.05,4.85,0.4499859716417015,anticipation,disgust
adrenaline,6.61,5.95,5.72,1.260961253904789,surprise,joy
adrift,4.36,3.19,4.09,-1.215464985737212,sadness,ennui
adult,5.9,4.36,6.46,1.4248487591012617,trust,joy
adulterer,2.77,5.68,3.2,-2.768118614455207,fear,embarrassment
adultery,2.81,6.42,3.33,-2.6479584654478305,fear,fear
adulthood,5.05,4.28,6.11,0.6896117902537382,anticipation,ennui
advance,6.11,4.62,6.12,1.2850885312327625,anticipation,joy
advanced,6.14,3.83,6.96,1.934789327625692,trust,joy
advancement,7.47,5.81,6.38,2.2353744754746994,joy,joy
advantage,6.71,3.95,7.19,2.4242840289953795,trust,joy
advantageous,6.79,5.7,6.22,1.7376221827623206,surprise,joy
adventure,7.4,6.36,6.36,2.1814753488023775,surprise,joy
adventurer,7.0,5.27,5.83,1.560179753908138,anticipation,joy
adventurous,7.37,6.67,5.71,1.6749669161550436,surprise,joy
adversary,4.55,4.41,5.0,-0.424263402185927,disgust,disgust
adverse,3.68,3.89,3.35,-2.1503308098835174,sadness,anxiety
adversity,4.26,3.82,4.63,-0.8639632812033307,disgust,ennui
advertise,5.16,4.29,5.74,0.47177617568233,anticipation,ennui
advertisement,4.3,4.14,5.84,0.07013240909480653,anticipation,ennui
advertising,4.68,3.25,5.0,-0.35215751624097863,disgust,ennui
advice,5.78,3.05,5.83,0.8834937473478526,trust,ennui
advisable,5.62,4.36,5.86,0.8173573621608646,anticipation,ennui
advise,5.44,3.38,6.41,1.1320226540026839,trust,ennui
advisement,4.55,4.04,5.92,0.269089095950647,anticipation,ennui
adviser,5.68,3.36,6.18,1.091803088136137,trust,ennui
advisor,4.74,3.19,5.7,0.20867293722548827,anticipation,ennui
advisory,4.95,4.05,4.19,-0.812850793708002,disgust,ennui
advocate,5.25,4.59,7.26,1.667234545147453,trust,joy
aerial,6.04,3.67,5.17,0.5303004662267288,anticipation,ennui
aerobics,6.0,5.1,5.7,0.9075453702303731,anticipation,disgust
aerodynamic,6.16,4.33,5.1,0.5441046641805704,anticipation,ennui
aerospace,5.79,4.52,5.17,0.39163530094798177,anticipation,disgust
aesthetic,5.43,2.88,5.5,0.4406599894520962,anticipation,ennui
affair,3.1,5.4,5.89,-0.5577781832574957,disgust,disgust
affect,5.65,3.61,6.39,1.2334285124425575,trust,ennui
affection,7.89,5.64,6.6,2.634133637480001,joy,joy
affectionate,7.23,4.77,6.9,2.49415080705821,trust,joy
affidavit,4.38,3.73,4.04,-1.2420539735005958,disgust,ennui
affiliation,5.32,3.9,5.3,0.22891851278671416,anticipation,ennui
affinity,5.86,4.29,6.55,1.470490294430892,trust,joy
affirmation,5.95,3.95,6.53,1.505336873536968,trust,joy
affirmative,5.94,3.64,6.78,1.688201271854235,trust,joy
affliction,3.76,5.1,4.17,-1.4879698608291119,disgust,disgust
afford,6.56,4.33,6.44,1.7758519150428802,trust,joy
affordable,7.52,4.11,6.16,2.097305824193442,trust,joy
affront,4.53,4.5,5.04,-0.4052108546196798,disgust,disgust
afire,6.05,5.41,4.38,-0.05953170273591887,anticipation,disgust
afloat,5.57,4.13,4.96,0.11134471136281432,anticipation,ennui
aforementioned,5.21,3.5,4.96,-0.08833312663858156,disgust,ennui
afraid,2.25,5.12,2.71,-3.4258277278946982,fear,embarrassment
african,6.42,4.11,5.8,1.2158672498700345,trust,ennui
afterlife,5.53,4.32,5.86,0.7674379026605158,anticipation,ennui
aftermath,4.29,5.38,4.23,-1.1487810692553475,disgust,disgust
afternoon,6.68,3.48,5.71,1.2922510599857013,trust,ennui
aftershave,5.55,3.5,5.81,0.7408489148971313,anticipation,ennui
age,5.78,3.71,4.67,0.009266684479998262,anticipation,ennui
agency,5.14,3.17,4.89,-0.1799144542965878,disgust,ennui
agenda,5.05,3.62,5.36,0.12437877546848754,anticipation,ennui
agent,5.23,3.43,5.65,0.44277446018614935,anticipation,ennui
aggravate,2.55,5.9,4.85,-1.6466313273729538,anger,anger
aggravation,2.48,5.35,4.45,-1.9869151815364694,anger,anger
aggression,3.18,5.69,4.65,-1.447923914813244,anger,anger
aggressive,3.08,5.87,5.49,-0.8703290043652622,anger,anger
aggressiveness,3.58,6.43,5.21,-0.8040189993275951,anger,envy
aggressor,2.8,6.55,4.57,-1.718986487614033,anger,envy
agile,5.95,4.95,6.09,1.1737335048629538,anticipation,joy
agility,6.55,4.21,6.41,1.7476959878403202,trust,joy
aging,3.0,3.8,3.06,-2.746056825158673,sadness,anxiety
agitate,3.36,5.82,4.55,-1.4234493977839133,anger,anger
agitation,2.84,4.75,3.29,-2.661464406402928,fear,anxiety
aglow,5.84,4.83,5.59,0.7358988222834713,anticipation,disgust
agonizing,2.68,6.71,4.04,-2.184977097396075,fear,fear
agony,2.46,5.78,4.0,-2.337148203629919,fear,fear
agree,7.17,3.62,6.94,2.4910169281798575,trust,joy
agreeable,6.9,3.55,6.97,2.3638678702702203,trust,joy
agreement,6.75,4.05,6.48,1.911383201443275,trust,joy
agricultural,5.5,3.55,5.74,0.6603608004614259,anticipation,ennui
agriculture,6.1,3.05,6.0,1.189104642255972,trust,ennui
ahoy,5.58,3.95,5.45,0.48617688763366135,anticipation,ennui
aid,6.29,4.55,5.95,1.2568079668821366,anticipation,joy
aide,5.6,4.0,7.05,1.7031005323978285,trust,joy
aids,3.52,3.75,4.88,-1.0860011655000048,disgust,ennui
AIDS,1.33,5.0,3.55,-3.3030545595610064,fear,anxiety
ailing,2.95,4.52,4.15,-1.952317876726525,disgust,disgust
ailment,3.0,3.68,3.14,-2.6857653035815794,sadness,sadness
aim,5.95,4.0,6.5,1.4827275529455577,trust,joy
air,6.71,3.25,5.72,1.3164273200162877,trust,ennui
airbag,5.4,3.64,4.81,-0.09599420398378394,disgust,ennui
airborne,5.25,3.52,4.48,-0.427895829656542,disgust,ennui
aircraft,6.3,4.86,5.71,1.081480008762006,anticipation,joy
aircraft carrier,5.25,4.64,5.85,0.6045964773511818,anticipation,disgust
airfield,5.74,4.38,4.82,0.10012686099244913,anticipation,disgust
airhead,4.1,4.3,4.19,-1.284312355655742,disgust,disgust
airline,5.36,4.12,4.92,-0.035279788259879846,anticipation,ennui
airliner,6.05,4.0,4.25,-0.15750542529869546,disgust,ennui
airlock,4.85,4.23,5.0,-0.2578652038514307,disgust,ennui
airplane,5.25,5.62,4.12,-0.6992076767534626,disgust,disgust
airport,6.0,5.5,5.79,0.9753733320046032,anticipation,joy
airship,5.63,4.88,4.43,-0.25480697941853053,anticipation,disgust
airspace,5.5,4.4,4.91,0.03483626409908183,anticipation,disgust
airspeed,4.95,4.33,5.24,-0.021524573008651248,anticipation,ennui
airstrip,4.76,3.83,5.1,-0.23242026138041308,disgust,ennui
airtight,5.1,3.3,4.76,-0.300074603303964,disgust,ennui
airway,4.95,4.0,3.95,-0.9937253584392822,disgust,ennui
aisle,5.17,2.5,4.87,-0.17834751485741104,sadness,ennui
ajar,5.0,3.26,5.28,0.036354220835644796,disgust,ennui
aka,4.63,3.39,4.4,-0.8320769611249281,disgust,ennui
alabaster,5.5,3.95,5.35,0.36643963277309516,anticipation,ennui
alarm,3.86,6.85,6.58,0.38377829279232606,surprise,envy
alarm clock,3.47,5.36,4.82,-1.158952839738574,disgust,disgust
alarming,3.52,6.5,4.05,-1.7115257018623489,anger,envy
albatross,5.68,3.09,4.91,0.1346751830997795,anticipation,ennui
albino,4.9,3.09,4.05,-0.9460939895236652,sadness,ennui
album,6.19,5.63,5.86,1.1335139389964082,anticipation,joy
alcohol,4.11,5.17,4.0,-1.421958112790189,disgust,disgust
alcoholic,2.49,5.48,3.27,-2.8706685181874465,fear,embarrassment
alcoholism,2.0,5.0,3.0,-3.345936127456481,fear,anxiety
alcove,5.5,3.32,5.33,0.35136675237882214,anticipation,ennui
alderman,4.44,3.05,5.04,-0.45513031412002863,sadness,ennui
ale,5.95,4.1,5.17,0.4803810067263799,anticipation,ennui
alert,5.38,5.14,6.58,1.2268624976871079,anticipation,joy
alfalfa,4.79,3.67,5.73,0.25901529087264785,anticipation,ennui
algebra,5.4,4.6,4.54,-0.29947808930647385,disgust,disgust
algorithm,5.3,3.7,4.04,-0.7317661652748069,disgust,ennui
alias,5.0,4.71,5.94,0.5337592738466654,anticipation,disgust
alibi,4.16,4.5,5.17,-0.5124615766694488,disgust,disgust
alien,4.45,4.86,3.56,-1.5649768566851068,disgust,disgust
alienate,2.79,4.27,3.71,-2.372666951178937,disgust,anxiety
alienation,2.53,5.14,3.33,-2.8032634505600273,fear,anxiety
alight,5.67,3.86,5.88,0.860163275610887,anticipation,ennui
align,5.95,3.32,5.95,1.0682233421030405,trust,ennui
alignment,6.0,3.92,6.32,1.3748046624528472,trust,ennui
alimony,3.86,3.09,4.32,-1.3194571917605624,sadness,ennui
alive,6.57,5.93,6.77,2.0301010481595405,surprise,joy
allegation,3.26,5.9,3.96,-1.923565435526476,anger,anger
alleged,3.62,5.09,4.27,-1.4902579514138432,disgust,disgust
allegiance,5.8,5.17,7.05,1.8140326646208262,trust,joy
allegro,5.0,3.89,5.36,0.09664574241273824,anticipation,ennui
allergic,3.0,5.4,3.81,-2.1808238103734228,fear,embarrassment
allergy,2.9,3.9,3.5,-2.4699195225961583,sadness,anxiety
alleviate,6.25,3.45,5.84,1.1517206982690333,trust,ennui
alley,4.17,4.08,4.63,-0.9138827407036796,disgust,ennui
alleyway,3.46,3.7,5.2,-0.8781147188585304,disgust,ennui
alliance,6.14,4.4,5.78,1.0454893843635646,anticipation,ennui
allied,5.95,3.38,5.4,0.6537191312605237,anticipation,ennui
alligator,4.23,5.36,4.1,-1.280034431485024,disgust,disgust
allow,6.39,2.95,6.11,1.4328570761478223,trust,ennui
allowance,6.74,4.05,5.7,1.3179942594554643,trust,ennui
alloy,5.2,3.32,5.9,0.6145456452811163,anticipation,ennui
allure,6.9,4.25,5.77,1.4594950466138188,trust,joy
alluring,6.74,4.35,5.86,1.4385773026096513,trust,joy
ally,6.05,4.8,6.84,1.794432585759703,trust,joy
almanac,5.55,3.24,5.88,0.7936039962770883,trust,ennui
almighty,6.15,4.59,5.81,1.0736453115661244,anticipation,joy
almond,6.05,2.89,6.46,1.5080478582685097,trust,ennui
aloha,7.1,3.82,6.33,1.9924678298764704,trust,joy
alone,3.85,4.0,4.5,-1.1893478748232524,disgust,ennui
aloof,4.59,3.09,4.63,-0.6809252630353846,sadness,ennui
alpha,5.5,3.67,6.32,1.097474331895353,trust,ennui
alphabet,5.95,3.15,5.79,0.9476402989488537,trust,ennui
alphabetical,6.32,3.0,6.14,1.416640150461183,trust,ennui
alpine,5.84,3.52,5.74,0.8489454252405217,trust,ennui
altar,5.59,4.05,5.68,0.6650616187789543,anticipation,ennui
altar boy,4.76,3.11,4.62,-0.5941693908429732,sadness,ennui
alter,4.57,4.17,5.57,0.016406902273163635,anticipation,ennui
alteration,5.05,4.05,6.15,0.7197575510422849,anticipation,ennui
altercation,3.61,5.62,4.4,-1.397830835462216,anger,anger
alternate,5.15,3.48,5.2,0.05926179842579975,anticipation,ennui
alternating,5.37,4.27,5.53,0.42998967037660735,anticipation,ennui
alternative,5.33,3.61,6.33,1.0107184597029415,trust,ennui
altimeter,4.5,3.61,5.0,-0.45199643524167626,disgust,ennui
altitude,5.27,4.15,5.46,0.3217685228851513,anticipation,ennui
aluminum,5.1,4.05,6.0,0.6344439811409838,anticipation,ennui
alumnus,4.95,3.23,6.1,0.6266092839451024,anticipation,ennui
alzheimers,2.26,4.5,2.0,-3.9553683752802518,fear,anxiety
amaretto,6.0,4.04,5.19,0.5231869201764029,anticipation,ennui
amateur,4.58,3.55,5.25,-0.2192125774240604,disgust,ennui
amaze,7.24,5.0,5.83,1.6932983125757353,trust,joy
amazed,7.55,5.95,6.11,2.0762634430412086,surprise,joy
amazement,7.29,6.3,6.43,2.173217757459685,surprise,joy
amazing,7.72,6.05,6.83,2.7131794496245965,joy,joy
ambassador,5.5,3.91,6.2,1.0070370495297127,trust,ennui
amber,6.15,3.36,6.21,1.3751029194515916,trust,ennui
ambience,6.35,3.85,5.57,1.003702879057842,trust,ennui
ambient,6.33,3.2,4.86,0.45752241183883874,anticipation,ennui
ambiguous,5.16,4.0,5.12,0.004516883459856065,anticipation,ennui
ambition,7.28,4.86,6.36,2.114916069468579,trust,joy
ambitious,6.33,5.76,5.88,1.2262393119467792,surprise,joy
ambrosia,5.95,4.05,5.67,0.8572030165832136,anticipation,ennui
ambulance,3.71,5.33,3.29,-2.178909631232888,fear,embarrassment
ambush,3.17,5.58,3.96,-1.9734848950268247,anger,anger
amend,5.85,3.06,4.96,0.26664969647501063,anticipation,ennui
amendment,5.6,3.5,4.77,-0.01520783254933347,disgust,ennui
amends,6.68,3.95,5.96,1.4806620649141182,trust,joy
amiable,6.7,2.85,6.14,1.6274112016848783,trust,ennui
amino,4.45,3.83,5.73,0.07043066609355195,anticipation,ennui
ammo,4.18,5.53,5.52,-0.23759295654736587,anticipation,disgust
ammonia,3.74,3.0,3.83,-1.755302040754058,sadness,sadness
ammonium,4.06,4.37,4.84,-0.8166301692864582,disgust,disgust
ammunition,4.59,5.7,5.95,0.31388484298665675,anticipation,envy
amnesia,3.43,5.04,3.08,-2.4924798604849547,fear,anxiety
amnesty,5.38,3.86,6.0,0.7897489662531806,anticipation,ennui
amorous,5.95,4.21,6.0,1.105905543088724,anticipation,ennui
amount,5.42,3.53,5.39,0.35221254067244273,anticipation,ennui
amour,6.43,5.43,5.91,1.3043146986496879,anticipation,joy
amp,5.79,5.05,5.13,0.361489540159435,anticipation,disgust
amphibian,5.4,3.35,5.42,0.36372864804155347,anticipation,ennui
amphibious,5.75,5.7,4.85,0.12828278819500835,anticipation,disgust
ample,5.89,3.28,6.04,1.102771664210371,trust,ennui
amputate,2.1,5.43,3.0,-3.2904700613449824,fear,embarrassment
amputation,1.84,4.86,2.85,-3.54772843619193,fear,anxiety
amuck,4.0,4.41,3.74,-1.6789182306383912,disgust,disgust
amulet,5.75,3.95,5.79,0.836708166725856,anticipation,ennui
amuse,7.1,5.17,6.8,2.346680519141894,joy,joy
amused,7.05,4.27,5.93,1.6632771889352538,trust,joy
amusement,7.0,4.82,6.59,2.1329492088905253,trust,joy
amusing,7.6,5.18,6.79,2.6164744095022514,joy,joy
anaconda,4.43,6.0,4.08,-1.1841751796562996,anger,anger
anagram,4.37,3.86,4.83,-0.6522218045379482,disgust,ennui
anal,4.0,4.29,4.45,-1.1438309766416872,disgust,disgust
analogy,5.24,3.95,5.33,0.2071549804889253,anticipation,ennui
analysis,5.25,3.74,5.95,0.6799608793225489,anticipation,ennui
analyst,5.0,3.24,4.76,-0.35554066941546264,disgust,ennui
analytical,6.0,4.13,6.43,1.45770550462135,trust,joy
analyze,5.65,4.1,5.96,0.9093615839656809,anticipation,ennui
analyzer,4.62,3.48,5.88,0.2777695814401496,anticipation,ennui
anaphylactic,4.0,5.57,4.17,-1.3548513021615145,anger,anger
anarchist,2.76,4.16,4.57,-1.7411729140586325,disgust,disgust
anarchy,3.68,4.86,3.1,-2.3387418148119345,disgust,anxiety
anatomy,6.29,4.43,5.95,1.2568079668821366,trust,joy
ancestor,6.37,3.73,4.81,0.4420266372977544,anticipation,ennui
ancestral,6.6,3.6,5.05,0.7504731540854817,anticipation,ennui
ancestry,6.29,3.71,4.16,-0.09221482840532821,disgust,ennui
anchor,5.16,3.32,5.29,0.1326363668111795,anticipation,ennui
anchorage,5.09,3.82,5.8,0.4781685705871004,anticipation,ennui
ancient,7.24,3.48,4.86,0.962263613453478,trust,ennui
android,5.62,3.5,5.75,0.734456519992361,anticipation,ennui
anecdote,5.62,4.65,6.0,0.9228675249207778,anticipation,disgust
anemia,3.05,4.09,3.55,-2.3490382224432267,sadness,anxiety
anemic,3.45,3.45,3.14,-2.4361680060798347,sadness,sadness
anesthesia,4.84,3.64,2.95,-1.8083820508755986,sadness,ennui
anesthesiologist,4.95,3.56,3.68,-1.1972092437619728,disgust,ennui
anesthetic,5.48,3.23,4.72,-0.11944931286881486,disgust,ennui
aneurysm,2.5,5.38,2.7,-3.294699002813087,fear,embarrassment
angel,7.71,4.24,5.9,2.0067439046797366,trust,joy
angelic,6.68,4.27,6.32,1.751973912011039,trust,joy
anger,2.5,5.93,5.14,-1.4558075947117395,anger,anger
angina,2.85,4.72,4.0,-2.120830545795074,disgust,anxiety
angiogram,4.19,3.61,4.28,-1.1665649343811628,disgust,ennui
angle,4.55,3.22,5.27,-0.22077951686323713,disgust,ennui
angora,5.63,2.95,5.0,0.1747701118182602,anticipation,ennui
